gtfs_id,stop_code,name,stop_desc,lat,lon,transport:zone,url,location_type,parent_station,platform_code
10693,10693,Mount Lindesay Hwy at Browns Plains,,-27.659632,153.038406,5,http://translink.com.au/stop/010693/gtfs/,0,,
10694,10694,Nottingham Rd near Algester Rd,,-27.627851,153.03101,5,http://translink.com.au/stop/010694/gtfs/,0,,
10695,10695,Honeysuckle Way at Calamvale,,-27.632249,153.053824,5,http://translink.com.au/stop/010695/gtfs/,0,,
10696,10696,Nottingham Rd at Lakewood,,-27.629782,153.041683,5,http://translink.com.au/stop/010696/gtfs/,0,,
10697,10697,Nottingham Rd at Lakewood,,-27.629603,153.041456,5,http://translink.com.au/stop/010697/gtfs/,0,,
10698,10698,Beams Rd at Taigum Shopping Centre,,-27.351845,153.049858,4,http://translink.com.au/stop/010698/gtfs/,0,,
107,107,William Street stop 107,,-27.474044,153.025419,1,http://translink.com.au/stop/000107/gtfs/,0,,
1070,1070,"Boundary St at Jane Street, stop 6",,-27.479406,153.012279,1,http://translink.com.au/stop/001070/gtfs/,0,,
10700,10700,"Montague Rd at Cordeaux Street, stop 14",,-27.488331,153.000178,2,http://translink.com.au/stop/010700/gtfs/,0,,
10702,10702,Phillips St at Enbrook Street,,-27.32792,153.038336,5,http://translink.com.au/stop/010702/gtfs/,0,,
10703,10703,"Merivale St near Russell St, stop 2A",,-27.476474,153.017588,1,http://translink.com.au/stop/010703/gtfs/,0,,
10704,10704,"McLennan St near Storkey St, stop 16",,-27.427516,153.0372,2,http://translink.com.au/stop/010704/gtfs/,0,,
10705,10705,"McLennan St near Bale St, stop 16",,-27.428139,153.037212,2,http://translink.com.au/stop/010705/gtfs/,0,,
10706,10706,"Albion Rd at Haddock Street, stop 15",,-27.428922,153.034622,2,http://translink.com.au/stop/010706/gtfs/,0,,
10707,10707,"Albion Rd at Haddock Street, stop 15",,-27.429058,153.03468,2,http://translink.com.au/stop/010707/gtfs/,0,,
10708,10708,Phillips St at Enbrook Street,,-27.327997,153.038135,5,http://translink.com.au/stop/010708/gtfs/,0,,
10709,10709,Stanley St at Gallery of Modern Art,,-27.471695,153.017417,1,http://translink.com.au/stop/010709/gtfs/,0,,
1071,1071,Jane Street Hail 'n' Ride,,-27.479066,153.010981,1/2,http://translink.com.au/stop/001071/gtfs/,0,,
10710,10710,Oconnell Tce near Sneyd St,,-27.448102,153.032094,1,http://translink.com.au/stop/010710/gtfs/,0,,
10711,10711,Honeysuckle Way at Calamvale,,-27.632362,153.053519,5,http://translink.com.au/stop/010711/gtfs/,0,,
10712,10712,Taragon St near Chervil St,,-27.314704,153.013103,5,http://translink.com.au/stop/010712/gtfs/,0,,
10714,10714,Zillmere Rd near Halcomb St,,-27.360188,153.042768,4,http://translink.com.au/stop/010714/gtfs/,0,,
10715,10715,Robinson Rd West near Fisher Pde,,-27.367318,153.040575,4,http://translink.com.au/stop/010715/gtfs/,0,,
10716,10716,Robinson Rd West at Fisher Parade,,-27.367463,153.040565,4,http://translink.com.au/stop/010716/gtfs/,0,,
10717,10717,Railway Pde near Innes St,,-27.368739,153.046916,4,http://translink.com.au/stop/010717/gtfs/,0,,
10718,10718,Grand Ave at Grand Avenue Lake,,-27.627095,152.963445,5,http://translink.com.au/stop/010718/gtfs/,0,,
10719,10719,Grand Ave at Grand Avenue Lake,,-27.626995,152.963535,5,http://translink.com.au/stop/010719/gtfs/,0,,
1072,1072,Federation St near School Rd,,-27.452763,153.151045,4,http://translink.com.au/stop/001072/gtfs/,0,,
10723,10723,"Esker St near Eagle Farm Rd, stop 54a",,-27.421698,153.120759,3,http://translink.com.au/stop/010723/gtfs/,0,,
10724,10724,"Seventeen Mile Rocks Rd at Mosman Court, stop 76",,-27.539951,152.953522,4,http://translink.com.au/stop/010724/gtfs/,0,,
10725,10725,"Wirraway Pde near Partridge St, stop 74",,-27.600971,152.97316,5,http://translink.com.au/stop/010725/gtfs/,0,,
10729,10729,"Macquarie St at Saratoga, stop 13A",,-27.460673,153.050158,2,http://translink.com.au/stop/010729/gtfs/,0,,
1073,1073,"Boundary St at Jane Street, stop 6",,-27.479207,153.01246,1,http://translink.com.au/stop/001073/gtfs/,0,,
10730,10730,"Strathpine Shopping Centre, stop E",,-27.30774,152.993693,5,http://translink.com.au/stop/010730/gtfs/,0,place_wesstr,E
10731,10731,Kennerley St near Rainbow St,,-27.321645,153.068533,4/5,http://translink.com.au/stop/010731/gtfs/,0,,
10732,10732,Albany Creek Rd at Leitchs Road,,-27.345633,152.976185,4,http://translink.com.au/stop/010732/gtfs/,0,,
10733,10733,Dillingen St near Ironbark Rd,,-27.493686,152.940001,3,http://translink.com.au/stop/010733/gtfs/,0,,
10734,10734,Dillingen St near Diamantina St,,-27.493797,152.940002,3,http://translink.com.au/stop/010734/gtfs/,0,,
10736,10736,Oconnell Tce at Hamilton Place,,-27.448644,153.034286,1,http://translink.com.au/stop/010736/gtfs/,0,,
10737,10737,Hamilton Pl near Jeays St,,-27.447972,153.035387,1,http://translink.com.au/stop/010737/gtfs/,0,,
10739,10739,"Commercial Rd at Florence Street, stop 13",,-27.454132,153.045884,1,http://translink.com.au/stop/010739/gtfs/,0,,
1074,1074,"Boundary St at West End Junction, stop 5",,-27.477732,153.012561,1,http://translink.com.au/stop/001074/gtfs/,0,,
10740,10740,"Commercial Rd near Leopold St, stop 12",,-27.453054,153.041594,1,http://translink.com.au/stop/010740/gtfs/,0,,
10741,10741,"Commercial Rd near Stratton St, stop 12",,-27.452894,153.041478,1,http://translink.com.au/stop/010741/gtfs/,0,,
10742,10742,"Algester Rd at Parkinson, stop 90",,-27.636898,153.030696,5,http://translink.com.au/stop/010742/gtfs/,0,,
10743,10743,Beaudesert Rd at Illaweena Street,,-27.637522,153.044795,5,http://translink.com.au/stop/010743/gtfs/,0,,
10745,10745,"Algester Rd at Parkinson East, stop 92",,-27.638567,153.040471,5,http://translink.com.au/stop/010745/gtfs/,0,,
10746,10746,"Algester Rd at Parkinson East, stop 92",,-27.638737,153.040656,5,http://translink.com.au/stop/010746/gtfs/,0,,
10747,10747,"Algester Rd at Lake Eyre Crescent, stop 91",,-27.638507,153.034434,5,http://translink.com.au/stop/010747/gtfs/,0,,
10748,10748,"Algester Rd at Lake Eyre Crescent, stop 91",,-27.638527,153.033753,5,http://translink.com.au/stop/010748/gtfs/,0,,
10749,10749,"Seventeen Mile Rocks Rd at Mosman Court, stop 76",,-27.539426,152.953218,4,http://translink.com.au/stop/010749/gtfs/,0,,
1075,1075,"Boundary St at West End Junction, stop 5",,-27.477756,153.0127,1,http://translink.com.au/stop/001075/gtfs/,0,,
10750,10750,"Rocks Riverside Park, stop 75",,-27.54147,152.955882,4,http://translink.com.au/stop/010750/gtfs/,0,,
10751,10751,"Rocks Riverside Park, stop 75",,-27.54134,152.955378,4,http://translink.com.au/stop/010751/gtfs/,0,,
10752,10752,Skyring Tce near Cunningham St,,-27.44984,153.043482,1,http://translink.com.au/stop/010752/gtfs/,0,,
10753,10753,"Windermere Ave at Ellerwood Place, stop 77",,-27.536792,152.952277,4,http://translink.com.au/stop/010753/gtfs/,0,,
10754,10754,"Windermere Ave at Ellerwood Place, stop 77",,-27.536845,152.952423,4,http://translink.com.au/stop/010754/gtfs/,0,,
10755,10755,Monier Rd at Monier Road Shops,,-27.558982,152.951521,4,http://translink.com.au/stop/010755/gtfs/,0,,
10756,10756,"Duporth Rd near Loyal St, stop 59",,-27.555035,152.958891,4,http://translink.com.au/stop/010756/gtfs/,0,,
10757,10757,"Duporth Rd near Seventeen Mile Rocks Rd, stop 59",,-27.553803,152.959318,4,http://translink.com.au/stop/010757/gtfs/,0,,
10758,10758,"Sinnamon Rd at Windermere Estate, stop 78",,-27.534144,152.952342,4,http://translink.com.au/stop/010758/gtfs/,0,,
10759,10759,"Sinnamon Rd at Windermere Estate, stop 78",,-27.534026,152.951963,4,http://translink.com.au/stop/010759/gtfs/,0,,
1076,1076,"Melbourne St at Manning Street, stop 4",,-27.476209,153.014145,1,http://translink.com.au/stop/001076/gtfs/,0,,
10760,10760,"Algester Rd at Lichfield Place, stop 93",,-27.638164,153.043837,5,http://translink.com.au/stop/010760/gtfs/,0,,
10761,10761,"Algester Rd at Lichfield Place, stop 93",,-27.638364,153.043654,5,http://translink.com.au/stop/010761/gtfs/,0,,
10762,10762,Illaweena St at Tamarisk Way,,-27.638974,153.049022,5,http://translink.com.au/stop/010762/gtfs/,0,,
10763,10763,Illaweena St at Tamarisk Way,,-27.63903,153.048514,5,http://translink.com.au/stop/010763/gtfs/,0,,
10764,10764,Illaweena St at Waterstone,,-27.639491,153.053279,5,http://translink.com.au/stop/010764/gtfs/,0,,
10765,10765,Illaweena St at Waterstone,,-27.639575,153.052317,5,http://translink.com.au/stop/010765/gtfs/,0,,
1077,1077,"Melbourne St at Cordelia Street, stop 3",,-27.475122,153.0161,1,http://translink.com.au/stop/001077/gtfs/,0,,
10770,10770,Mt Petrie Rd at Vivaldi Place,,-27.543427,153.121427,4,http://translink.com.au/stop/010770/gtfs/,0,,
10771,10771,New Cleveland Rd near Judd St,,-27.491651,153.158536,4,http://translink.com.au/stop/010771/gtfs/,0,,
10773,10773,New Cleveland Rd near Green Camp Rd,,-27.493199,153.168249,4,http://translink.com.au/stop/010773/gtfs/,0,,
10774,10774,New Cleveland Rd near Archer St,,-27.4931,153.167139,4,http://translink.com.au/stop/010774/gtfs/,0,,
10775,10775,New Cleveland Rd near Feathertail Pl,,-27.49251,153.163248,4,http://translink.com.au/stop/010775/gtfs/,0,,
10776,10776,New Cleveland Rd near Judd St,,-27.491724,153.158065,4,http://translink.com.au/stop/010776/gtfs/,0,,
10777,10777,Tilley Rd near Grassdale Rd,,-27.498826,153.151872,4,http://translink.com.au/stop/010777/gtfs/,0,,
10778,10778,Tilley Rd near London Rd,,-27.502773,153.150855,4,http://translink.com.au/stop/010778/gtfs/,0,,
1078,1078,"Melbourne St at Cordelia Street, stop 3",,-27.475493,153.015743,1,http://translink.com.au/stop/001078/gtfs/,0,,
10780,10780,"King George Square, platform 2A",,-27.468612,153.024236,1,http://translink.com.au/stop/010780/gtfs/,0,place_kgbs,2A
10781,10781,"King George Square, platform 1A",,-27.467881,153.023257,1,http://translink.com.au/stop/010781/gtfs/,0,place_kgbs,1A
10785,10785,"King George Square, platform 1C",,-27.4682,153.023619,1,http://translink.com.au/stop/010785/gtfs/,0,place_kgbs,1C
10786,10786,"King George Square, platform 2D",,-27.468114,153.023723,1,http://translink.com.au/stop/010786/gtfs/,0,place_kgbs,2D
10787,10787,"King George Square, platform 1D",,-27.468366,153.02379,1,http://translink.com.au/stop/010787/gtfs/,0,place_kgbs,1D
10788,10788,"King George Square, platform 2E",,-27.467949,153.023547,1,http://translink.com.au/stop/010788/gtfs/,0,place_kgbs,2E
10789,10789,"King George Square, platform 1E",,-27.468532,153.023961,1,http://translink.com.au/stop/010789/gtfs/,0,place_kgbs,1E
10790,10790,"King George Square, platform 2F",,-27.467795,153.023362,1,http://translink.com.au/stop/010790/gtfs/,0,place_kgbs,2F
10791,10791,"King George Square, platform 1F",,-27.468699,153.024132,1,http://translink.com.au/stop/010791/gtfs/,0,place_kgbs,1F
10792,10792,"Roma Street busway, platform 2",,-27.465936,153.019182,1,http://translink.com.au/stop/010792/gtfs/,0,place_RStbw,2
10793,10793,"Roma Street busway, platform 1",,-27.465855,153.018344,1,http://translink.com.au/stop/010793/gtfs/,0,place_RStbw,1
10794,10794,Roma Street busway,,-27.465834,153.018262,1,http://translink.com.au/stop/010794/gtfs/,0,place_RStbw,
10795,10795,"Boggo Road, platform 5",,-27.494044,153.030604,2,http://translink.com.au/stop/010795/gtfs/,0,place_boggo,5
10796,10796,"Boggo Road, platform 6",,-27.493932,153.030193,2,http://translink.com.au/stop/010796/gtfs/,0,place_boggo,6
10797,10797,"PA Hospital, platform 1",,-27.496767,153.034195,2,http://translink.com.au/stop/010797/gtfs/,0,place_PAH,1
10798,10798,"PA Hospital, platform 2",,-27.496841,153.033846,2,http://translink.com.au/stop/010798/gtfs/,0,place_PAH,2
10799,10799,Lower Level at PA Hospital station,,-27.496633,153.03398,2,http://translink.com.au/stop/010799/gtfs/,0,place_PAH,LL
108,108,George Street stop 108,,-27.473635,153.026068,1,http://translink.com.au/stop/000108/gtfs/,0,,
1080,1080,"Melbourne St at Manning Street, stop 4",,-27.476242,153.014353,1,http://translink.com.au/stop/001080/gtfs/,0,,
10800,10800,Mukurta St near Binyara St,,-27.491882,152.938564,3,http://translink.com.au/stop/010800/gtfs/,0,,
10802,10802,"Cultural Centre, platform 1",,-27.473232,153.019415,1,http://translink.com.au/stop/010802/gtfs/,0,place_ccbs,1
10803,10803,Grand Ave East near Ascot Ave,,-27.627464,152.969834,5,http://translink.com.au/stop/010803/gtfs/,0,,
10804,10804,"Moggill Rd at Kenmore Central, stop 35",,-27.507821,152.93893,3,http://translink.com.au/stop/010804/gtfs/,0,,
10805,10805,Mabb St near Aronia St,,-27.507312,152.929958,3,http://translink.com.au/stop/010805/gtfs/,0,,
1081,1081,"Browning St near Boundary Rd, stop 5",,-27.477727,153.01314,1,http://translink.com.au/stop/001081/gtfs/,0,,
10810,10810,Grand Ave East near Ascot Ave,,-27.627456,152.968325,5,http://translink.com.au/stop/010810/gtfs/,0,,
10813,10813,"Buranda busway, platform 2",,-27.497275,153.039582,2,http://translink.com.au/stop/010813/gtfs/,0,place_burand,2
10814,10814,"Buranda busway, platform 1",,-27.497022,153.039184,2,http://translink.com.au/stop/010814/gtfs/,0,place_burand,1
10815,10815,"Greenslopes, platform 2",,-27.511079,153.040395,2,http://translink.com.au/stop/010815/gtfs/,0,place_greens,2
10816,10816,"Greenslopes, platform 1",,-27.510793,153.040072,2,http://translink.com.au/stop/010816/gtfs/,0,place_greens,1
10817,10817,"Holland Park West, platform 2",,-27.528739,153.057514,3,http://translink.com.au/stop/010817/gtfs/,0,place_HPW,2
10818,10818,"Holland Park West, platform 1",,-27.528343,153.057272,3,http://translink.com.au/stop/010818/gtfs/,0,place_HPW,1
10819,10819,"Griffith University, platform 2",,-27.546738,153.064682,3,http://translink.com.au/stop/010819/gtfs/,0,place_GUbw,2
1082,1082,"Browning St near Boundary St, stop 5",,-27.477894,153.013113,1,http://translink.com.au/stop/001082/gtfs/,0,,
10820,10820,"Griffith University, platform 1",,-27.54655,153.064253,3,http://translink.com.au/stop/010820/gtfs/,0,place_GUbw,1
10821,10821,"Upper Mt Gravatt, platform 2",,-27.564228,153.081751,3/4,http://translink.com.au/stop/010821/gtfs/,0,place_UMG,2
10822,10822,"Upper Mt Gravatt, platform 1",,-27.564043,153.081306,3/4,http://translink.com.au/stop/010822/gtfs/,0,place_UMG,1
10823,10823,"Eight Mile Plains, platform 2",,-27.578719,153.102015,4,http://translink.com.au/stop/010823/gtfs/,0,place_empbs,2
10824,10824,"Eight Mile Plains, platform 1",,-27.578465,153.101774,4,http://translink.com.au/stop/010824/gtfs/,0,place_empbs,1
10826,10826,Grand Ave West near Centennial Way,,-27.625095,152.957196,5,http://translink.com.au/stop/010826/gtfs/,0,,
10827,10827,Inala Ave at Sherrington Park,,-27.596691,152.985368,5,http://translink.com.au/stop/010827/gtfs/,0,,
10828,10828,Inala Ave at Sherrington Park,,-27.59691,152.985562,5,http://translink.com.au/stop/010828/gtfs/,0,,
10829,10829,Gowan Rd at The Parks,,-27.630484,153.058308,5,http://translink.com.au/stop/010829/gtfs/,0,,
1083,1083,"Browning St at Russell Street, stop 6",,-27.479111,153.013958,1,http://translink.com.au/stop/001083/gtfs/,0,,
10830,10830,Gowan Rd at Parkside,,-27.625946,153.059412,5,http://translink.com.au/stop/010830/gtfs/,0,,
10831,10831,Learoyd Rd at Range View,,-27.59844,153.036696,4/5,http://translink.com.au/stop/010831/gtfs/,0,,
10832,10832,Learoyd Rd at Range View,,-27.598913,153.037863,4/5,http://translink.com.au/stop/010832/gtfs/,0,,
10833,10833,Learoyd Rd at Paradise,,-27.597664,153.027077,4/5,http://translink.com.au/stop/010833/gtfs/,0,,
10834,10834,Learoyd Rd at Paradise,,-27.597304,153.026508,4/5,http://translink.com.au/stop/010834/gtfs/,0,,
10835,10835,Griffith University Library,,-27.545954,153.064347,3,http://translink.com.au/stop/010835/gtfs/,0,,
10836,10836,"Seventeen Mile Rocks Rd at Pannard Street, stop 71",,-27.55524,152.963222,4,http://translink.com.au/stop/010836/gtfs/,0,,
10837,10837,"Glen Ross Rd at Bellwood St, stop 54",,-27.554,152.946277,4,http://translink.com.au/stop/010837/gtfs/,0,,
10838,10838,Klumpp Rd at Klumpp-Dawson,,-27.552733,153.077813,3,http://translink.com.au/stop/010838/gtfs/,0,,
10839,10839,Algester Rd at Glenfield,,-27.632307,153.02936,5,http://translink.com.au/stop/010839/gtfs/,0,,
1084,1084,"Browning St at Russell Street, stop 6",,-27.479443,153.014328,1,http://translink.com.au/stop/001084/gtfs/,0,,
10840,10840,Algester Rd at Glenfield,,-27.631681,153.029532,5,http://translink.com.au/stop/010840/gtfs/,0,,
10841,10841,Stockham Rd near Finnie Rd,,-27.332819,153.062335,4/5,http://translink.com.au/stop/010841/gtfs/,0,,
10842,10842,Stockham Rd near Blackwood Rd,,-27.332468,153.061783,4/5,http://translink.com.au/stop/010842/gtfs/,0,,
10843,10843,Bungama St near station Rd,,-27.325529,153.067918,4/5,http://translink.com.au/stop/010843/gtfs/,0,,
10845,10845,Barfoot St near Barefoot St,,-27.308083,153.04368,5,http://translink.com.au/stop/010845/gtfs/,0,,
1085,1085,"Browning St at Besant Street, stop 7",,-27.480815,153.015126,1,http://translink.com.au/stop/001085/gtfs/,0,,
10857,10857,"Underwood Rd near Warrigal Rd, stop 89",,-27.590278,153.086058,4,http://translink.com.au/stop/010857/gtfs/,0,,
10858,10858,"Underwood Rd near Warrigal Rd, stop 89",,-27.590401,153.086022,4,http://translink.com.au/stop/010858/gtfs/,0,,
10859,10859,"Underwood Rd at Mapleleaf Street, stop 88",,-27.590782,153.089463,4,http://translink.com.au/stop/010859/gtfs/,0,,
1086,1086,"Browning St at Besant Street, stop 7",,-27.48112,153.015477,1,http://translink.com.au/stop/001086/gtfs/,0,,
10860,10860,"Underwood Rd at Mapleleaf Street, stop 88",,-27.590946,153.089711,4,http://translink.com.au/stop/010860/gtfs/,0,,
10861,10861,"Gaskell St near Underwood Rd, stop 87",,-27.590612,153.092399,4,http://translink.com.au/stop/010861/gtfs/,0,,
10862,10862,"Gaskell St near Underwood Rd, stop 87",,-27.590648,153.092515,4,http://translink.com.au/stop/010862/gtfs/,0,,
10863,10863,"Gaskell St at Alan Crescent, stop 86",,-27.587593,153.092979,4,http://translink.com.au/stop/010863/gtfs/,0,,
10864,10864,"Gaskell St at Alan Crescent, stop 86",,-27.587695,153.093083,4,http://translink.com.au/stop/010864/gtfs/,0,,
10865,10865,"Gaskell St at Angel Street, stop 85",,-27.585348,153.094046,4,http://translink.com.au/stop/010865/gtfs/,0,,
10866,10866,Cultural Centre station,,-27.473642,153.018915,1,http://translink.com.au/stop/010866/gtfs/,0,place_ccbs,
10867,10867,"Gaskell St at The Glen, stop 84",,-27.583923,153.09716,4,http://translink.com.au/stop/010867/gtfs/,0,,
10868,10868,"Gaskell St at The Glen, stop 84",,-27.584445,153.096322,4,http://translink.com.au/stop/010868/gtfs/,0,,
10869,10869,"Logan Rd at Brandl Street, stop 83",,-27.581283,153.096264,4,http://translink.com.au/stop/010869/gtfs/,0,,
1087,1087,"Vulture St at State High, stop 8",,-27.481795,153.017965,1/2,http://translink.com.au/stop/001087/gtfs/,0,,
10870,10870,"Logan Rd at Brandl Street, stop 83",,-27.581025,153.09638,4,http://translink.com.au/stop/010870/gtfs/,0,,
10871,10871,"Logan Rd at Miles Platting Road, stop 82",,-27.576507,153.092832,4,http://translink.com.au/stop/010871/gtfs/,0,,
10872,10872,"Augstein St near Comer St, stop 59",,-27.571752,153.042731,4,http://translink.com.au/stop/010872/gtfs/,0,,
10873,10873,"Logan Rd near Liverpool St, stop 81",,-27.574176,153.091271,4,http://translink.com.au/stop/010873/gtfs/,0,,
10874,10874,Mount Cotton Rd at Alperton Rd,,-27.5589,153.164394,5,http://translink.com.au/stop/010874/gtfs/,0,,
10875,10875,Mount Cotton Rd at Alperton Rd,,-27.559131,153.163091,5,http://translink.com.au/stop/010875/gtfs/,0,,
10876,10876,Mount Cotton Rd near Moxon Rd,,-27.554419,153.144382,4,http://translink.com.au/stop/010876/gtfs/,0,,
10877,10877,Mount Cotton Rd near Moxon Rd,,-27.555167,153.146257,4,http://translink.com.au/stop/010877/gtfs/,0,,
10878,10878,Gainsborough Ave near Monet Cr,,-27.541467,153.122722,4,http://translink.com.au/stop/010878/gtfs/,0,,
10879,10879,Gainsborough Ave near Monet Cr,,-27.541665,153.123694,4,http://translink.com.au/stop/010879/gtfs/,0,,
1088,1088,"Vulture St at State High, stop 8",,-27.481765,153.016932,1/2,http://translink.com.au/stop/001088/gtfs/,0,,
10880,10880,Old Cleveland Rd near Creek Rd,,-27.501978,153.114705,3,http://translink.com.au/stop/010880/gtfs/,0,,
